Company,Industry,Location,Description,URL
株式会社ケーシーコーポレーション,Trading company industry company,"Headquarters Address: Ota-ku, Tokyo 5-chome 41 No. 3 M & M 2-6F",Companys for import and export and trade agency for electronic components,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/384d605d-42b6-43a9-8ed8-08c39b8c29ba
多倶貿易有限会社,Trading company industry company,"Headquarters Address: Ota-ku, Tokyo Minami Maguchi 2-chome No. 30 No. 2",A company that handles recycled resource trade,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/6c562869-2b88-4447-b746-580a76e49a85
宮崎商事株式会社,Trading company industry company,"Headquarters Address: Otamori Ota-ku, Tokyo 3-chome No.1 No.1",Companies who do trade and mail order etc,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/338dec4a-7356-4bbb-8639-9b0354311c07
北宝堂株式会社,Trading company industry company,"Headquarters Address: Otaru City, Hokkaido City, Otaru City, Otaru City",A company that handles wholesale and sales and trade businesses of watches and jewelry,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/0afc93d9-ef21-4db2-bc52-18fa8902f6ae
日新上品株式会社,Trading company industry company,"Headquarters Address: Rectangular City, Fukuoka Prefecture New Year's Eve New 1660st",Companys that trade and wholesale daily necessities,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/1ffdea88-3e4f-47fe-9ee1-07d37562b03f
バロンインターナショナル株式会社,Trading company industry company,"Headquarters Address: Sabae City, Sabae City, Sabae City, Sabae City, Sabae City, Sabae City, Sabae City, Sabae City, Sabae City, Sabae City, Tokyo No. 22 1-103",Company that conducts trade on trade in Tokyo,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/a9bd07f1-8d59-4586-a135-1809279b3862
株式会社ボルグシステム,Trading company industry company,"Headquarters Address: Sagamihara City, Kanagawa Prefecture Sagami-ku, Kohito Kosen 1-chome No.16 21","Companys that import and wholesale, such as wood stoves and pellet stoves",https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/41eaf60c-d604-4b0a-9ecb-0e8bd800bda2
サンレイ産業株式会社,Trading company industry company,"Headquarters Address: Sagamihara, Kanagawa Prefecture Sagamihara-shi 3-chome 10th No. 8",Company that trade equipment,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/323f80ff-4b5e-4136-a0af-51dbb8b572d3
株式会社木海商事,Trading company industry company,Headquarters Address: Saitama Prefecture Iruma City Old Shape Nakami 545-1,Company to trade,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/18c962bc-d2bd-4ac4-9c64-5108f5c637c9
株式会社トランス・グローバル・エージェンシー,Trading company industry company,Headquarters Address: Saitama Prefecture Saitama City Minuma Ward Ogen Hasuma 1058,Company carrying import and export and sales of artificial graphite electrodes,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/56c6cf45-da99-4a97-a1a6-c10951f75afb
テノン株式会社,Trading company industry company,Headquarters Address: Saitama Prefecture Saitama City Omiya District Omegucho 3-chome 205,Company that trade in electronic parts,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/e82d373f-575e-4e12-bdf9-5f332406208a
森栄国際貿易有限会社,Trading company industry company,Headquarters Address: Saitama Prefecture Saitama City Omiya Ward Sakuragicho 4-chome 867,Company that trade electronics and electronic parts,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/0f529a22-65b5-4407-8537-8544c136718d
ティ株式会社,Trading company industry company,"Headquarters Address: Sakai City, Chiba Prefecture East 1-chome No. 40",Company doing food trade,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/da6e421f-7a22-42b8-8f7b-9cf21fbddd2d
龍山交易株式会社,Trading company industry company,"Headquarters Address: Sakata City, Yamagata Prefecture 1-chome, 1-chome No. 21",Company doing trade,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/a339d9e3-e4fa-42b4-9500-f8af8fa25798
株式会社スカイコーポレーション,Trading company industry company,"Headquarters Address: Seki City, Gifu Prefecture Kurakami 2603st 5",Company that is focusing on import of plastic products,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/2f5e5386-efa8-4468-a9f1-9dba9faabb8a
株式会社日本毛皮貿易,Trading company industry company,"Headquarters Address: Shibuya Ward, Shibuya-ku, Tokyo 6th-chome No. 8-310",Companies to trade with leather products,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/4f701631-aa49-4a7b-bb67-4e0fac410ef4
株式会社ノーベルアームズ,Trading company industry company,"Headquarters Address: Shibuya-ku, Tokyo Mikayama 2-chome 8 Miki Building 2F",Company that provides import and sales of air gun products for overseas companies,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/7a87686c-f7b3-4bb5-89ae-3af8fe113d96
大同通商株式会社,Trading company industry company,"Headquarters Address: Shibuya-ku, Tokyo Sakuraga-cho 12th No. 8",Company that carries out fibers,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/f77e9262-4b2d-4ceb-a9e7-c129b7feedfc
サンシャイン株式会社,Trading company industry company,Headquarters Address: Shiga Prefecture Kusatsu City Nomura 5-chome 5th No. 5,"A company that conducts international trade through a grade miscellaneous goods, food and drink, electrical products",https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/9128f95c-dc51-46a8-9515-d1b2f82c5a0e
ＰＡＲＩＳＬＯＦＴ株式会社,Trading company industry company,"Headquarters Address: Shiki City Shiki City, Saitama Prefecture 31-5",Company that supports business development overseas overseas,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/e85e1f4f-9cd3-412d-a710-1b0c542d28fc
ミドリ貿易株式会社,Trading company industry company,Headquarters Address: Shimane Prefecture Yasuto City Arima-cho 94th,Companies that trade non-ferrous metals and mineral products,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/945c1d85-e62c-46c3-949f-ba2b578a1823
株式会社ニュージャパンプロデュース,Trading company industry company,"Headquarters Address: Shinagawa 2-chome 8th No. 10, Chuo-ku, Tokyo",Company that imports food,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/ee80bae8-6678-489a-9fa1-bbee952a8bda
アジアンサプライズ株式会社,Trading company industry company,"Headquarters Address: Shinagawa Ward, Tokyo 2-chome 5th No. 10 ASC Building",Company developing trading industry of electronic components and electronic devices,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/bb270606-b779-4b91-92fc-0d86ec513edd
大成通商株式会社,Trading company industry company,"Headquarters Address: Shinbashi, Minato-ku, Tokyo 2-chome No. 19 2nd","Companies that export ships, fishery machinery and materials",https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/94c6d4eb-357b-4d8a-9032-686cce84dc0c
株式会社ＧＲＡＮＤ　ＬＩＮＥ,Trading company industry company,"Headquarters Address: Shinjuku-ku, Tokyo 1-chome 25-6",Company that manufacture and construction of beauty and overseas import and export business consulting business and interior materials,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/12618642-e454-48ef-8c64-7868e6febdd9
株式会社セキショウ,Trading company industry company,"Headquarters Address: Shinjuku-ku, Tokyo 12-802",Company that trade chemical products,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/2c1d3667-5034-41c4-97af-9908c5264561
株式会社にいや,Trading company industry company,"Headquarters Address: Shizuoka Prefecture Fuji City 1,74",In addition to planning and development of landscape and business,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/17ceec2f-33ac-4853-a57b-cd5f5736a981
株式会社東洋コーポレーション,Trading company industry company,Headquarters Address: Shizuoka Prefecture Shizuoka City 47th of Yuko-shi 47,Company that carries out imports such as China and cans,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/e18bcbeb-d496-41de-9854-6c5dd1f65a1c
理徳株式会社,Trading company industry company,Headquarters Address: Shizuoka Prefecture Shizuoka City Suruga-ku Shimokawa Hara 3-chome 35th No. 35,Company doing trade related business,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/6e819c28-2e70-4662-98e6-bd529cd341c6
有限会社大裕貿易,Trading company industry company,"Headquarters Address: Suginami Ward, Suginami Ward Nishi Shunan 2-chome No. 7",Company doing trade,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/0aad89c7-1743-44c9-ae60-c8e2cb63367b
ミカサ通商株式会社,Trading company industry company,"Headquarters Address: Suginami-ku, Tokyo Asagayanan 3-chome 37 No. 1",Comprehensive trading companies to trade practices and OEM production,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/b3147ecf-27e6-4744-a4b4-3d587bfbdb2b
日本カンタム・デザイン株式会社,Trading company industry company,"Headquarters Address: Takamatsu 1-chome, Toshima Ward, Tokyo No.16 No.16 Nishi Ikebukuro Fujita Building","Company that provides equipment sales and commissioned measurements such as ""active vibration control stand""",https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/d83f276c-eda7-434e-9d12-bebfa1cc05ae
ピーエーエム商事株式会社,Trading company industry company,"Headquarters Address: Takanaka 4-chome, Kohei-ku, Tokyo",Trading company that carries wholesale food,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/74dd39f4-e367-4dce-ae8c-c35e127607d3
株式会社エフ・エム・コーポレーション,Trading company industry company,"Headquarters Address: Takaya 4-chome, Sumida-ku, Tokyo 24-13-1002",Company doing food trade,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/724859a0-ebc6-400b-98f3-d04ac554dbf2
翔洋株式会社,Trading company industry company,"Headquarters Address: Takuda, Sumida-ku, Tokyo 3-chome 14th No. 10",Company that conducts food trade,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/af4f24e5-0117-4fda-9501-b14b7194117a
株式会社ＫＡＺＵ,Trading company industry company,"Headquarters Address: Titacho, Shimonoseki City, Yamaguchi Prefecture",Company doing trade,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/de8a08a9-7614-4331-8a9c-ec8d9f0a2061
ワカキ株式会社,Trading company industry company,Headquarters Address: Tochigi Prefecture Ashikaga City Division 2-chome 2648 4 Ovestville No. 203,Company to operate trade business,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/89d3e733-097f-4c10-813b-9d43a9127185
株式会社栄美,Trading company industry company,Headquarters Address: Tokushima Prefecture Nishisos-gun Ishii Town Takagawa Shigaro Takagawa 1524,Company doing food trade such as ramen,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/63be7df2-fbdd-4c7a-bf6f-9c29b8036f46
株式会社福商,Trading company industry company,Headquarters Address: Tokyo Chuo-ku Made 2-chome No. 14 No. 6,Company doing food trade,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/d85f2b2a-a51e-4dd8-b390-1383acdaf52e
株式会社アルファ・エイティーン,Trading company industry company,Headquarters Address: Tokyo City Adachi-ku Higashi Ayase 1-chome No.17,Company that conduct wholesale and trade in alcohol and food,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/8b977fb9-0a1b-466f-a010-8cadeee06747
株式会社エイチアンドエイチトレーディング,Trading company industry company,Headquarters Address: Tokyo Higashi-ku Asakusashi 4-chome 10th No. 7,Company that export and translate food such as groceries,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/7b7d72ea-6083-4cc5-8acc-0f1e9b81e6b3
株式会社友信貿易,Trading company industry company,Headquarters Address: Tokyo Koto Ward Aomi 2-chome 7-4,Companies that import import and export such as industrial chemical products and mechanical products,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/cac8e0ce-099a-4b3c-8482-aa6c8bc40be1
有限会社井上通商,Trading company industry company,"Headquarters Address: Tokyo Koto-ku, Toyo 4-chome District 12th No. 20",Company handling metal trade,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/aa86fe24-0eee-43a4-8d24-dfa2523a9a5f
有限会社ジャグ・ダイアム,Trading company industry company,Headquarters Address: Tokyo Maine 3-chome 7th No. 7,Company hand holding precious metals and jewelry trade,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/82f612e1-5c2e-4a46-b3f2-b9da5559e1c9
ドハインターナショナル株式会社,Trading company industry company,Headquarters Address: Tokyo Matsushima 4-chome 9th No. 10 Grace Harunahara 102,Company doing trade,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/29130b46-9463-4b56-8cec-263e1b19c9c4
株式会社エフシス,Trading company industry company,Headquarters Address: Tokyo Meguro-ku Aobadai 3-chome 17-6,"In addition to trade business, consulting, advertising agency, companies that carry out PC school management etc.",https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/6b57da4c-cad3-41db-a694-6e190a6009a3
有限会社誠和,Trading company industry company,Headquarters Address: Tokyo Meno Taishi Ueno 3-chome No. 7 Uoeno Yu Auville,Company that trade plastic raw materials,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/6e62b8a4-70c6-43b4-a98c-f2a37a9d998d
東京信和商事株式会社,Trading company industry company,Headquarters Address: Tokyo Metropolitan Adachi-ku Senju Town 1st 43,"Companies that provide imports and fiber products, imports and wholesale of electronic components",https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/877c4481-bf9f-4608-a201-a1928df830f8
銘勝商事株式会社,Trading company industry company,"Headquarters Address: Tokyo Metropolitan Buashi Ward, General Maintaining 5-chome No. 5",Companys that import and wholesale such as spring and mushrooms,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/5bed7e39-c00c-4b6a-93fc-89353722307b
東亜コーポレーション株式会社,Trading company industry company,Headquarters Address: Tokyo Metropolitan Metropolitan Buashi Ward Koizawa 2-chome No.24 No.12,Company that carries pulp and wood trade,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/65b7282f-979b-4bca-9ebd-8136ec1d0e37
ケット産業株式会社,Trading company industry company,Headquarters Address: Tokyo Metropolitan Ward Kitagada 1-chome 29-6 Nozomi Building 701 Room,Company that export health food and pharmaceuticals,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/9725810e-fe60-4cae-87eb-afb0ba03827d
サワフレックス株式会社,Trading company industry company,Headquarters Address: Tokyo Metropolitan Ward Ward (3-chome) No. 43 No. 11,Company doing trade,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/a77a952f-3084-4928-8d46-38ab3accf560
三和通商株式会社,Trading company industry company,Headquarters Address: Tokyo Metropolitan Ward Ward 3-chome 17 No. 14 No. 14 Mita Beach 3rd floor,Company that conducts wholesale and health food wholesale business such as iron,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/52b3b3f3-5482-466b-b8be-3c8fe67fd12d
三水株式会社,Trading company industry company,Headquarters Address: Tokyo Metropolitan Ward Ward 4-chome No. 3,Company that trade in Japan and China related businesses,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/f983318d-9c70-426e-87b2-13e21eb851db
有限会社出島貿易,Trading company industry company,Headquarters Address: Tokyo Nakano Ward Honcho 2-chome 48 9-701,Company carrying precious metal trade and jewelry,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/f0c5b8b2-9793-426d-8d4e-e4cb23491a28
富士貿易株式会社,Trading company industry company,"Headquarters Address: Tokyo Nerima-ku, Toyotama Northern 3-chome 11th issue",Company that conducts food trade and wholesale,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/988290b5-92de-445c-85be-34f06aa6917d
マルセイ交易株式会社,Trading company industry company,Headquarters Address: Tokyo Sabae City Iwato North 4-chome 10th No. 11,Company doing food trade,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/8e50b4b5-2ce8-47d0-adb3-d92e023ddf6f
株式会社ココ商会,Trading company industry company,Headquarters Address: Tokyo Sabae City Nishino River 2-chome No.17 No.17,Company handling trade,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/4f837189-9630-4103-bf09-7949c04f5e8d
合同会社ＦＵＭＩＬＵＶＡ,Trading company industry company,Headquarters Address: Tokyo Seishiro Sengjo 8-chome 21 No. 8 Palcity Castle 104,"Company that conducts overseas exports and import wholesale of cosmetics, health food and daily necessities",https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/88054e7c-d130-4578-85d1-80d2691d7e8b
サザンオートトレーディング株式会社,Trading company industry company,"Headquarters Address: Tokyo Setagaya-ku, Taikido 1-chome No. 33",Company that exports passenger cars and trucks,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/75cd3cae-6715-488d-be53-25eac4d28c67
株式会社サムコマースジャパン,Trading company industry company,Headquarters Address: Tokyo Shibuya-ku Tokugaya 3-chome No. 4 No.1,Company exporting a heavy machine made of Japan to overseas,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/fff12a54-7180-4e5b-963e-40d88c9331d5
中外ジャパン株式会社,Trading company industry company,Headquarters Address: Tokyo Suginami Ward Koenji South 5-chome 40th No. 7,Company that trade for Western goods,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/08db6d1a-3b5b-4903-9b5a-94d501b24def
協成株式会社,Trading company industry company,Headquarters Address: Tokyo Tei District Ueno 7-chome 10-1104,Company handling trade business,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/15c414b2-a563-420a-abd2-5348a220efd9
株式会社アンジャリジュエルス,Trading company industry company,"Headquarters Address: Tokyo Tei, Higashi-ku, Sako 1-chome No. 15 River Side Asakhana Building No. 505",Company that handles precious metals and jewels trade and jewel wholesale,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/0dc935a3-e460-44f9-890b-f9c65cc45ea4
株式会社大生貿易,Trading company industry company,Headquarters Address: Tokyo Teiku District Asakusabashi 2-chome No. 14 No. 9,Company that conducts Chinese ingredients wholesale,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/e775efec-9f56-40b3-a479-23dce38b9093
株式会社ダックインターナショナル,Trading company industry company,Headquarters Address: Tokyo Toda Tate 3-chome 31st No. 4,Company that trade precious metals and gems,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/b2e82e53-a222-45ce-941f-a8b754b5294d
株式会社ミナミ貿易,Trading company industry company,Headquarters Address: Tokyo Todong Thai 3-chome 40th No. 10 Union Palace Okachimachi 904,Company doing trade,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/23b4a406-e9e8-4c9f-aa90-851e0ad079b9
日盛商事株式会社,Trading company industry company,Headquarters Address: Tokyo Total District Yanagi Bridge 1-chome 3-207,Company that trade with non-ferrous metal and mineral products,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/3d17d89b-c606-4e5e-a5ea-a799a000b5e8
株式会社トライアングルインターナショナル,Trading company industry company,"Headquarters Address: Tomo-cho, Chiyoda-ku, Tokyo M Building 1st floor",Company that export winter sporting goods,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/286d5d66-9825-4775-8984-c1cfa8a396c8
セントラルトレードジャパン株式会社,Trading company industry company,"Headquarters Address: Toyohashi City, Aichi Prefecture 1",Company doing trade,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/8f596297-e5ab-41d4-9b16-a237c1229aee
株式会社穂・Ｍｉｎｏｒｉ,Trading company industry company,"Headquarters Address: Utsunomiya City, Tochigi Prefecture No.1 No. 3 TS Building 5F South",A company that conducts guidance and trade and market research on production technology,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/0b447f1c-7341-4dc1-9122-211ef44e413e
有限会社ユガミ商会,Trading company industry company,"Headquarters Address: Yachiyo City, Chiba Prefecture Katsuta Tainan 2-chome 7th No.16",Company that manufactures and wholesale of meramine dishes for business,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/39cf8397-bd24-4a3d-90a9-13528dbbd04d
シービーエス貿易株式会社,Trading company industry company,"Headquarters Address: Yaisei City, Saitama Prefecture Old South Kawasaki 133",Company that carries out machine fixtures,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/dc2b5a1b-60e2-4460-b33b-d9e614cfdf58
三恵貿易株式会社,Trading company industry company,"Headquarters Address: Yamabe-cho, Higashimura Yamagata Prefecture, Yamagata Prefecture",Company doing trade,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/011d801c-db2d-4311-901e-d783e9b1c837
有限会社ジェイリードトレーディング,Trading company industry company,Headquarters Address: Yamaguchi Prefecture Hofu City Grand Junjin Nitta 1963,Company that trade wood and pulp,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/6dadc245-5c66-4f64-a0f8-1378e9c0cd5e
吉森商事株式会社,Trading company industry company,Headquarters Address: Yamaguchi Prefecture Shimonoseki City Higashi Taimacho 1-chome No. 8 8 KSK Building,Company handling food trade,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/39f4097a-e4f1-4d60-a087-b63ac7a29b0a
株式会社テンパ,Trading company industry company,Headquarters Address: Yamaguchi Prefecture Shimonoseki City Maruyama-cho 4-chome 6th No. 6,Company doing food trade,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/8983fc94-132e-4879-af58-15852215b308
協栄水産株式会社,Trading company industry company,Headquarters Address: Yamaguchi Prefecture Shimonoseki City Maruyama-cho 5-chome No. 27,Company doing food trade,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/2745bc8c-276c-4508-a861-462567afd16a
日中産業株式会社,Trading company industry company,"Headquarters Address: Yamatake City, Chiba Prefecture Matsuo Town Wooden Tree Daisyso 512 1",Company doing trade,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/4b84d650-7f0f-4c91-a259-410fec707b86
株式会社クリエイトボックス,Trading company industry company,"Headquarters Address: Yokohama City, Yokohama City, Kanagawa Prefecture 38-3 Garden Heights Three Banks B",Trading companies that meet the import and export of products between Japan and Korea,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/f88e8d93-4b0d-4065-b80d-f8b16f9acbf9
ガレオン・ジャパン株式会社,Trading company industry company,"Headquarters Address: Yokohama City, Yokohama City, Kanagawa Prefecture 4-chome 4-chome 23-chome Marine Building 602",Companies to export Japanese food from Japanese food to Chinese China and trade consulting,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/1a1f69f2-1283-4292-9512-25de7a3f0f72
株式会社ミッドランド,Trading company industry company,"Headquarters Address: Yokohama City, Yokohama City, Kanagawa Prefecture Kojima 2-chome 7th 17-401",A company handling trading company,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/9b58edc0-eb73-4e28-ba19-72f1ad8ddd5e
新和産業株式会社,Trading company industry company,"Headquarters Address: Yokohama City, Yokohama City, Kanagawa Prefecture Negishi-cho 3-chome",Company that perform fiber products wholesale,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/70eebed8-3a7c-4e4c-9ffb-7a6917b4db4e
ジェーシー貿易有限会社,Trading company industry company,"Headquarters Address: Yokohama City, Yokohama City, Kanagawa Prefecture Temao 3-chome No. 13",Company carrying beauty goods and cosmetics trade transactions,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/cd1cff78-4727-4a59-9a16-d2bb20aef31d
ＤＨＬ日中貿易合同会社,Trading company industry company,"Headquarters Address: Yokohama City, Yokohama City, Kanagawa Prefecture Tsurumi Ward Tummiri Mid-4-chome 3-3 Tsurumi Building 302",A company that proposes for Japan and China products and introduction of Chinese products,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/7b499867-2f43-4a9e-a595-066b5b2dad5c
ウェントワースジャパン株式会社,Trading company industry company,"Headquarters Address: Yokohama City, Yokohama, Kanagawa Prefecture 1-chome 1st place 7toc Minato Mirai 10th floor",Company that trade electronics parts,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/33433984-c4dc-4d88-9c6d-78ade3057e78
株式会社ヨコハマリバティーガイズ,Trading company industry company,"Headquarters Address: Yokohama City, Yokohama, Kanagawa Prefecture 1-chome 38th 5",Company that operates an import agent of Olive Oil,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/2decdf69-c54c-43dd-b3cf-86ef788df717
株式会社フォルテ,Trading company industry company,"Headquarters Address: Yokohama City, Yokohama, Kanagawa Prefecture Nagatage No. 8 No. 39",Company doing import and export trade duties,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/1672390f-e8bc-4df3-b7c9-105d9d2c1d61
横浜商事株式会社,Trading company industry company,"Headquarters Address: Yokohama City, Yokohama, Kanagawa Prefecture Silk Center 4F",Company manufacturing and wholesale of daily goods,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/e4203493-e913-4d47-9a91-f236b5ffec52
岡田貿易株式会社,Trading company industry company,"Headquarters Address: Yokohama, Yokohama, Yokohama, Kanagawa Prefecture 2 chome 21st",Company that trade chemical products,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/4c63238d-f091-475e-a0d2-ca1b1367c97b
有限会社エスケー商会,Trading company industry company,"Headquarters Address: Yokosuka City Yokosuka City, Kanagawa Prefecture 1-chome 49",Company doing wholesale,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/a3d21808-0933-4103-9a88-8a035b23e02c
株式会社ケイアンドジイ,Trading company industry company,"Headquarters Address: Yoshinogawa City, Saitama Prefecture 328",Companies to wholesale such as motorized accessories and sporting goods and electronic components,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/f38c4a18-f2da-496d-9274-0dae843006d5
